Project_Code,Skill,Emp_ID_Count,Date
01A,Selenium Java,2,8/24/2020
01A,Technical Writing,1,8/24/2020
01D,Automation Testing,1,8/24/2020
01D,AWS,9,8/24/2020
01D,Fullstack Java,1,8/24/2020
01D,Business Analyst,3,8/24/2020
01D,IOS,1,8/24/2020
01D,Java,3,8/24/2020
01D,JS_HTML_CSS_.Net,1,8/24/2020
01D,JS_HTML_CSS_Java,12,8/24/2020
01D,Manual Testing,1,8/24/2020
01D,Performance Testing,1,8/24/2020
01D,Scrum Master,1,8/24/2020
01D,Selenium,1,8/24/2020
01D,Selenium Java,3,8/24/2020
01D,Technical Writing,2,8/24/2020
02A,Java,3,8/24/2020
02A,JS_HTML_CSS_Java,1,8/24/2020
02D,Java,3,8/24/2020
02D,JS_HTML_CSS_Java,1,8/24/2020
03A,AWS,2,8/24/2020
03A,Fullstack Java,1,8/24/2020
03A,Java,4,8/24/2020
03A,JS_HTML_CSS_Java,2,8/24/2020
03A,Selenium,1,8/24/2020
03D,AWS,3,8/24/2020
03D,Fullstack Java,1,8/24/2020
03D,Java,5,8/24/2020
03D,JS_HTML_CSS_Java,3,8/24/2020
04A,AWS,3,8/24/2020
04A,JS_HTML_CSS_Java,2,8/24/2020
04A,Selenium Java,2,8/24/2020
04B,AWS,1,8/24/2020
04B,Java,1,8/24/2020
04D,Fullstack Java,1,8/24/2020
04D,Java,2,8/24/2020
04D,JS_HTML_CSS_Java,2,8/24/2020
04D,Mobile Applications,1,8/24/2020
01B,AM-.NET,1,8/24/2020
01B,HL7,1,8/24/2020
02A,Hadoop,1,8/24/2020
02A,Java,5,8/24/2020
02A,JS_HTML_CSS_Java,1,8/24/2020
02A,Manual Testing,4,8/24/2020
02A,Oracle ADF,1,8/24/2020
02A,UX,1,8/24/2020
02B,Java,2,8/24/2020
02B,Selenium Java,1,8/24/2020
02C,Java,4,8/24/2020
02C,JS_HTML_CSS_Java,2,8/24/2020
02C,Manual Testing,1,8/24/2020
04B,HL7,1,8/24/2020
05A,Java,5,8/24/2020
05A,Manual Testing,3,8/24/2020
05A,Performance Testing,2,8/24/2020
05A,SQL,1,8/24/2020
05B,Java,2,8/24/2020
06A,Technical Writing,1,8/24/2020
06B,.Net,1,8/24/2020
07A,.Net,2,8/24/2020
07A,Manual Testing,1,8/24/2020
07A,SSIS,1,8/24/2020
08B,HL7,1,8/24/2020
08B,Java,1,8/24/2020
08B,Manual Testing,2,8/24/2020
09A,Datastage,1,8/24/2020
09A,Database Testing,1,8/24/2020
09A,Hadoop,2,8/24/2020
09A,Business Analyst,1,8/24/2020
09A,Java,9,8/24/2020
09A,Manual Testing,2,8/24/2020
09A,Oracle forms,1,8/24/2020
09A,Performance Testing,6,8/24/2020
09A,Security Testing,2,8/24/2020
09A,SQL,1,8/24/2020
09B,Java,1,8/24/2020
010B,AWS,1,8/24/2020
010B,DevOps,1,8/24/2020
01A,.Net,3,8/24/2020
01A,Java,1,8/24/2020
01A,JS_HTML_CSS_.Net,3,8/24/2020
01A,JS_HTML_CSS_Java,1,8/24/2020
01A,Manual Testing,1,8/24/2020
01A,Selenium,2,8/24/2020
01A,Selenium .NET,1,8/24/2020
01B,.Net,1,8/24/2020
01B,Automation Testing,1,8/24/2020
01B,Java,1,8/24/2020
01B,JS_HTML_CSS_.Net,2,8/24/2020
01B,JS_HTML_CSS_Java,3,8/24/2020
01B,Manual Testing,1,8/24/2020
02A,C++,1,8/24/2020
02A,Datastage,2,8/24/2020
02A,Java,2,8/24/2020
02A,JS_HTML_CSS_Java,3,8/24/2020
02A,Selenium Java,1,8/24/2020
02B,C++,2,8/24/2020
02B,Datastage,1,8/24/2020
02B,Fullstack Java,1,8/24/2020
02B,Java,5,8/24/2020
02B,JS_HTML_CSS_.Net,5,8/24/2020
02B,JS_HTML_CSS_Java,6,8/24/2020
02B,UX,3,8/24/2020
03A,C++,1,8/24/2020
03A,Java,14,8/24/2020
03A,JS_HTML_CSS_Java,5,8/24/2020
03D,C++,1,8/24/2020
03D,Business Analyst,1,8/24/2020
03D,Java,8,8/24/2020
03D,JS_HTML_CSS_Java,5,8/24/2020
04A,C++,7,8/24/2020
04A,Business Analyst,2,8/24/2020
04A,Java,2,8/24/2020
04A,JS_HTML_CSS_Java,4,8/24/2020
04D,C++,3,8/24/2020
04D,JS_HTML_CSS_Java,3,8/24/2020
09B,Java,1,8/24/2020
09B,Linux,2,8/24/2020
01A,Hadoop,1,8/24/2020
01A,Business Analyst,3,8/24/2020
01A,IT Management,1,8/24/2020
01A,Java,8,8/24/2020
01A,Manual Testing,2,8/24/2020
01A,Selenium,2,8/24/2020
01A,Technical Management,1,8/24/2020
001,.Net,4,8/24/2020
001,Business Analyst,1,8/24/2020
001,Java,17,8/24/2020
001,JS_HTML_CSS_.Net,2,8/24/2020
001,JS_HTML_CSS_Java,5,8/24/2020
1,Manual Testing,7,8/24/2020
1,Mobile Applications,1,8/24/2020
1,Oracle ADF,1,8/24/2020
1,Sales,2,8/24/2020
1,SQL,2,8/24/2020
1,SSIS,2,8/24/2020
1,Technical Management,1,8/24/2020
1,UX,2,8/24/2020
01A,.Net,6,8/24/2020
01A,AWS,1,8/24/2020
01A,Database Testing,1,8/24/2020
01A,Business Analyst,1,8/24/2020
01A,JS_HTML_CSS_.Net,1,8/24/2020
01A,Manual Testing,7,8/24/2020
01A,Performance Testing,2,8/24/2020
01A,PowerBI,2,8/24/2020
01A,Sales,1,8/24/2020
01A,Security Testing,1,8/24/2020
01A,SSIS,2,8/24/2020
01A,Tableau,1,8/24/2020
01A,UX,1,8/24/2020
01B,Business Analyst,1,8/24/2020
01B,JS_HTML_CSS_.Net,1,8/24/2020
01B,Sales,1,8/24/2020
01C,Business Analyst,1,8/24/2020
01C,JS_HTML_CSS_.Net,1,8/24/2020
02A,.Net,9,8/24/2020
02A,Database Testing,2,8/24/2020
02A,Business Analyst,1,8/24/2020
02A,JS_HTML_CSS_.Net,1,8/24/2020
02A,Manual Testing,6,8/24/2020
02A,PowerBI,2,8/24/2020
02A,SSIS,2,8/24/2020
001A,Others,1,8/24/2020
001A,Systems and Networking,1,8/24/2020
1,.Net,1,8/24/2020
1,Java,1,8/24/2020
1,JS_HTML_CSS_Java,1,8/24/2020
1,PS-Java,1,8/24/2020
02A,Fullstack Java,3,8/24/2020
02A,Java,10,8/24/2020
02A,Manual Testing,4,8/24/2020
02A,Scrum Master,1,8/24/2020
02A,Selenium Java,2,8/24/2020
02B,AWS DevOps,1,8/24/2020
02B,Java,4,8/24/2020
02B,Selenium Java,1,8/24/2020
01A,.Net,3,8/24/2020
01A,HL7,8,8/24/2020
01A,Mirth,1,8/24/2020
01A,Selenium Java,1,8/24/2020
01A,SQL,1,8/24/2020
01B,.Net,4,8/24/2020
01B,Database Testing,1,8/24/2020
01B,Datastage,1,8/24/2020
01B,Business Analyst,1,8/24/2020
01B,HL7,15,8/24/2020
01B,Java,1,8/24/2020
01B,Lotus Notes,1,8/24/2020
01B,Manual Testing,3,8/24/2020
01B,Mirth,2,8/24/2020
02A,.Net,3,8/24/2020
02A,JS_HTML_CSS_.Net,2,8/24/2020
02A,Manual Testing,1,8/24/2020
02A,Technical Management,1,8/24/2020
02B,.Net,1,8/24/2020
03A,.Net,11,8/24/2020
03A,JS_HTML_CSS_.Net,1,8/24/2020
03A,Manual Testing,3,8/24/2020
03B,.Net,2,8/24/2020
03B,Manual Testing,1,8/24/2020
03B,Mobile Applications,1,8/24/2020
04A,.Net,13,8/24/2020
04A,HL7,1,8/24/2020
04A,JS_HTML_CSS_.Net,2,8/24/2020
04A,Manual Testing,2,8/24/2020
04A,Mirth,1,8/24/2020
04A,Selenium Java,1,8/24/2020
04A,SQL,1,8/24/2020
04A,SSIS,1,8/24/2020
04A,Tableau,1,8/24/2020
04B,.Net,2,8/24/2020
04B,SQL,1,8/24/2020
04B,Tableau,1,8/24/2020
001B,SSIS,2,8/24/2020
015A,AS400,1,8/24/2020
015A,Datastage,1,8/24/2020
015A,Java,2,8/24/2020
015A,JS_HTML_CSS_Java,2,8/24/2020
015A,Selenium Java,1,8/24/2020
015A,Technical Management,2,8/24/2020
16A,AS400,27,8/24/2020
16A,AS400,3,8/24/2020
16A,AS400,1,8/24/2020
16A,AS400 Java,2,8/24/2020
16A,AS400 MT,2,8/24/2020
16A,Automation Testing,3,8/24/2020
16A,DB2,1,8/24/2020
16A,Business Analyst,1,8/24/2020
16A,HL7,3,8/24/2020
16A,Java,5,8/24/2020
16A,JS_HTML_CSS_Java,4,8/24/2020
16A,Manual Testing,16,8/24/2020
16A,Quality,1,8/24/2020
16A,Selenium .NET,2,8/24/2020
16A,Selenium Java,1,8/24/2020
16A,SSIS,1,8/24/2020
16A,Technical Management,2,8/24/2020
16B,Automation Testing,1,8/24/2020
01A,.Net,5,8/24/2020
01A,Azure,2,8/24/2020
01A,Datastage,3,8/24/2020
01A,Business Analyst,1,8/24/2020
01A,HL7,1,8/24/2020
01A,JS_HTML_CSS_.Net,1,8/24/2020
01A,JS_HTML_CSS_Java,1,8/24/2020
01A,Manual Testing,3,8/24/2020
01A,Quality,2,8/24/2020
01A,Security Testing,3,8/24/2020
01A,UX,2,8/24/2020
001A,.Net,7,8/24/2020
001A,Business Analyst,1,8/24/2020
001A,Java,1,8/24/2020
001A,Manual Testing,3,8/24/2020
001A,Others,1,8/24/2020
001B,.Net,2,8/24/2020
1,Technical Management,1,8/24/2020
2,.Net,3,8/24/2020
2,AM-.NET,1,8/24/2020
2,JS_HTML_CSS_.Net,1,8/24/2020
2,Manual Testing,2,8/24/2020
3,Manual Testing,4,8/24/2020
4,IT Management,1,8/24/2020
4,Oracle DBA,3,8/24/2020
4,SQL,1,8/24/2020
4,Technical Management,1,8/24/2020
4,Technical Support,2,8/24/2020
01A,.Net,1,8/24/2020
01A,Fullstack Java,1,8/24/2020
01A,IOS,1,8/24/2020
01A,Java,3,8/24/2020
01A,JS_HTML_CSS_.Net,1,8/24/2020
01A,JS_HTML_CSS_Java,1,8/24/2020
01A,Performance Testing,1,8/24/2020
01B,Java,2,8/24/2020
01B,JS_HTML_CSS_.Net,1,8/24/2020
01A,.Net,2,8/24/2020
01A,Datastage,1,8/24/2020
01A,UX,1,8/24/2020
02A,.Net,4,8/24/2020
02A,Manual Testing,1,8/24/2020
03A,.Net,4,8/24/2020
03A,Manual Testing,1,8/24/2020
04A,.Net,2,8/24/2020
04A,Manual Testing,1,8/24/2020
02A,.Net,9,8/24/2020
02A,HL7,2,8/24/2020
02A,JS_HTML_CSS_.Net,1,8/24/2020
02A,Manual Testing,4,8/24/2020
11,.Net,2,8/24/2020
11,Technical Management,1,8/24/2020
12,.Net,2,8/24/2020
12,AWS,1,8/24/2020
13,.Net,1,8/24/2020
13,AWS,1,8/24/2020
13,JS_HTML_CSS_.Net,1,8/24/2020
13,PS-.Net,1,8/24/2020
14,C++,3,8/24/2020
14,Embedded Systems,1,8/24/2020
14,JS_HTML_CSS_.Net,1,8/24/2020
14,Mobile Applications,1,8/24/2020
14,SSAS,1,8/24/2020
15,Manual Testing,7,8/24/2020
16,.Net,1,8/24/2020
16,AWS,1,8/24/2020
16,C++,2,8/24/2020
16,JS_HTML_CSS_.Net,1,8/24/2020
16,Manual Testing,4,8/24/2020
16,PS-.Net,1,8/24/2020
16,SSAS,1,8/24/2020
16,Technical Management,1,8/24/2020
17,.Net,1,8/24/2020
001A,IT Management,3,8/24/2020
001A,Systems and Networking,1,8/24/2020
1,.Net,10,8/24/2020
1,Hadoop,2,8/24/2020
1,Business Analyst,1,8/24/2020
1,HL7,5,8/24/2020
1,Java,3,8/24/2020
1,JS_HTML_CSS_.Net,1,8/24/2020
1,Manual Testing,5,8/24/2020
1,Mirth,3,8/24/2020
1,PS-.Net,2,8/24/2020
1,PS-Java,1,8/24/2020
1,SSAS,1,8/24/2020
1,SSIS,1,8/24/2020
1,SSRS,1,8/24/2020
3,.Net,2,8/24/2020
04A,HL7,2,8/24/2020
04A,Java,1,8/24/2020
04A,JS_HTML_CSS_.Net,1,8/24/2020
04A,Mirth,1,8/24/2020
04A,Selenium .NET,1,8/24/2020
05A,DevOps,1,8/24/2020
05A,JS_HTML_CSS_.Net,1,8/24/2020
05A,Manual Testing,1,8/24/2020
05A,Performance Testing,4,8/24/2020
06A,.Net,3,8/24/2020
06A,Azure,1,8/24/2020
06A,Business Analyst,1,8/24/2020
07A,Datastage,2,8/24/2020
1,Manual Testing,10,8/24/2020
1,SQL,4,8/24/2020
1,SQL Server DBA,4,8/24/2020
1,SSAS,2,8/24/2020
1,SSIS,10,8/24/2020
1,Technical Management,3,8/24/2020
01B,.Net,2,8/24/2020
01B,Business Analyst,1,8/24/2020
01B,Manual Testing,1,8/24/2020
01B,Scrum Master,1,8/24/2020
01B,SSIS,2,8/24/2020
04B,Data Science,4,8/24/2020
04B,Business Analyst,1,8/24/2020
04B,SSAS,1,8/24/2020
1,.Net,24,8/24/2020
1,Automation Testing,3,8/24/2020
1,AWS,1,8/24/2020
1,Database Testing,1,8/24/2020
1,Business Analyst,1,8/24/2020
1,HL7,3,8/24/2020
1,JS_HTML_CSS_.Net,2,8/24/2020
1,Manual Testing,11,8/24/2020
1,Others,1,8/24/2020
1,Sales,3,8/24/2020
1,Selenium .NET,1,8/24/2020
1,Selenium Java,2,8/24/2020
1,SQL,2,8/24/2020
1,SSAS,1,8/24/2020
1,SSIS,2,8/24/2020
1,SSRS,2,8/24/2020
1,Technical Management,1,8/24/2020
3,.Net,10,8/24/2020
3,AWS,1,8/24/2020
3,Manual Testing,2,8/24/2020
3,Others,1,8/24/2020
3,Sales,2,8/24/2020
3,Selenium Java,1,8/24/2020
3,SSAS,1,8/24/2020
1,.Net,1,8/24/2020
1,AM-.NET,3,8/24/2020
1,Performance Engineering,1,8/24/2020
1,PS-.Net,1,8/24/2020
002A,Performance Engineering,1,8/24/2020
002B,.Net,6,8/24/2020
002B,AM-.NET,1,8/24/2020
002B,SSIS and ETL,1,8/24/2020
002B,Performance Engineering,1,8/24/2020
002B,PS-.Net,1,8/24/2020
002B,SQL,7,8/24/2020
002B,SSAS,1,8/24/2020
002B,SSIS,4,8/24/2020
002B,SSRS,3,8/24/2020
002B,Technical Management,1,8/24/2020
002D,Database Technologies,1,8/24/2020
002D,Datastage,2,8/24/2020
002D,Business Analyst,1,8/24/2020
002D,SQL,1,8/24/2020
002D,SSAS,1,8/24/2020
002D,SSIS,2,8/24/2020
002D,SSRS,1,8/24/2020
3,.Net,2,8/24/2020
3,AM-.NET,1,8/24/2020
4,Java,1,8/24/2020
4,JS_HTML_CSS_Java,1,8/24/2020
4,SSAS,1,8/24/2020
005A,Datastage,1,8/24/2020
005A,Manual Testing,1,8/24/2020
005A,SSIS,2,8/24/2020
005A,Technical Writing,2,8/24/2020
005B,.Net,1,8/24/2020
005B,AWS DevOps,1,8/24/2020
005B,Business Objects,1,8/24/2020
005B,Data Science,1,8/24/2020
005B,Database Technologies,1,8/24/2020
005B,Database Testing,2,8/24/2020
005B,DataModeler,1,8/24/2020
005B,Datastage,7,8/24/2020
005B,Business Analyst,4,8/24/2020
005B,Java,2,8/24/2020
005B,Manual Testing,2,8/24/2020
005B,Others,1,8/24/2020
005B,SQL,5,8/24/2020
005B,SSAS,1,8/24/2020
005B,SSIS,7,8/24/2020
005B,SSRS,1,8/24/2020
005B,Tableau,2,8/24/2020
005B,Technical Management,1,8/24/2020
005B,Technical Writing,1,8/24/2020
006A,Database Technologies,1,8/24/2020
006A,Manual Testing,1,8/24/2020
006A,SQL,1,8/24/2020
006A,SSIS,2,8/24/2020
006B,Database Technologies,1,8/24/2020
006B,SSIS,1,8/24/2020
006C,Database Technologies,1,8/24/2020
007A,Business Objects,1,8/24/2020
007A,Manual Testing,1,8/24/2020
007A,SSIS,1,8/24/2020
007B,Business Objects,1,8/24/2020
007B,SSIS,1,8/24/2020
008A,Datastage,1,8/24/2020
008A,Manual Testing,1,8/24/2020
008A,SSIS,2,8/24/2020
008A,Tableau,1,8/24/2020
008A,Technical Writing,1,8/24/2020
008B,Sales,1,8/24/2020
008B,SSRS,1,8/24/2020
009A,Datastage,1,8/24/2020
009A,Manual Testing,1,8/24/2020
009A,SSIS,1,8/24/2020
009B,Business Analyst,1,8/24/2020
009B,Sales,1,8/24/2020
009B,SSIS,1,8/24/2020
011B,Business Analyst,1,8/24/2020
011B,Java,1,8/24/2020
011B,SQL,1,8/24/2020
011B,Tableau,1,8/24/2020
012A,Datastage,1,8/24/2020
012A,Sharepoint,1,8/24/2020
012A,SSIS,2,8/24/2020
012A,Tableau,1,8/24/2020
012B,Business Objects,1,8/24/2020
012B,Java,1,8/24/2020
012B,SSIS,4,8/24/2020
012B,SSRS,1,8/24/2020
012B,Tableau,6,8/24/2020
013A,Technical Writing,2,8/24/2020
013B,Technical Writing,1,8/24/2020
014B,Database Technologies,1,8/24/2020
014B,Datastage,10,8/24/2020
014B,Java,1,8/24/2020
014B,SQL,4,8/24/2020
014B,SSRS,1,8/24/2020
015B,Data Science,1,8/24/2020
015B,Database Technologies,1,8/24/2020
015B,DataModeler,1,8/24/2020
015B,SSIS and ETL,1,8/24/2020
015B,Others,1,8/24/2020
015B,SQL,3,8/24/2020
015B,SSAS,1,8/24/2020
015B,SSIS,1,8/24/2020
016B,AWS DevOps,1,8/24/2020
016B,Database Testing,2,8/24/2020
016B,Business Analyst,4,8/24/2020
016B,HL7,2,8/24/2020
016B,Manual Testing,3,8/24/2020
016B,Marketing,2,8/24/2020
016B,Others,1,8/24/2020
017A,.Net,1,8/24/2020
017B,.Net,5,8/24/2020
017B,Datastage,1,8/24/2020
018A,IOS,1,8/24/2020
018A,Mobile Applications,1,8/24/2020
019B,Data Science,2,8/24/2020
019B,Google Cloud,1,8/24/2020
01A,Business Analyst,1,8/24/2020
01A,Technical Management,1,8/24/2020
01B,Java,1,8/24/2020
1,.Net,2,8/24/2020
1,IOS,1,8/24/2020
1,Manual Testing,2,8/24/2020
03A,Cold Fusion,15,8/24/2020
03A,Java,6,8/24/2020
03A,JS_HTML_CSS_Java,2,8/24/2020
03A,Manual Testing,9,8/24/2020
03A,Oracle DBA,1,8/24/2020
03A,Oracle Fusion middleware,1,8/24/2020
03A,Selenium Java,1,8/24/2020
03B,C++,1,8/24/2020
03B,DevOps,1,8/24/2020
03B,JS_HTML_CSS_Java,1,8/24/2020
03B,Technical Management,2,8/24/2020
04A,.Net,35,8/24/2020
04A,Business Analyst,1,8/24/2020
04A,JS_HTML_CSS_.Net,4,8/24/2020
04A,Manual Testing,16,8/24/2020
04A,Others,1,8/24/2020
04A,Performance Testing,1,8/24/2020
04A,PL SQL,1,8/24/2020
04A,Selenium Java,1,8/24/2020
04A,SQL,1,8/24/2020
04B,.Net,1,8/24/2020
04B,DevOps,1,8/24/2020
04B,Technical Management,1,8/24/2020
04C,.Net,1,8/24/2020
05A,Cold Fusion,1,8/24/2020
05A,Data Science,1,8/24/2020
05A,Java,4,8/24/2020
05A,Oracle ADF,5,8/24/2020
05A,Oracle Fusion middleware,3,8/24/2020
05A,Oracle Web Center,1,8/24/2020
05A,PL SQL,1,8/24/2020
05B,.Net,1,8/24/2020
05B,EDI,1,8/24/2020
05B,Business Analyst,1,8/24/2020
05B,Java,1,8/24/2020
05B,Oracle ADF,3,8/24/2020
05B,SQL,1,8/24/2020
05B,Tableau,1,8/24/2020
05B,Technical Management,1,8/24/2020
06A,Business Objects,1,8/24/2020
06A,Datastage,1,8/24/2020
06A,Business Analyst,1,8/24/2020
06A,Oracle BI,1,8/24/2020
06B,Business Analyst,1,8/24/2020
07A,Oracle forms,1,8/24/2020
08A,Data Science,3,8/24/2020
08B,Data Science,2,8/24/2020
09A,.Net,9,8/24/2020
09A,Manual Testing,2,8/24/2020
10A,Data Science,3,8/24/2020
10A,SSIS,2,8/24/2020
10B,Data Science,1,8/24/2020
11A,.Net,1,8/24/2020
11B,EDI,1,8/24/2020
11B,Tableau,1,8/24/2020
12A,.Net,4,8/24/2020
12A,Manual Testing,3,8/24/2020
13A,Oracle DBA,1,8/24/2020
13A,Others,1,8/24/2020
14A,Oracle Fusion middleware,1,8/24/2020
14A,Systems and Networking,1,8/24/2020
15A,Fullstack Java,1,8/24/2020
16A,EDI,3,8/24/2020
16A,Informatica,2,8/24/2020
16A,Java,2,8/24/2020
16A,Tableau,1,8/24/2020
1,.Net,23,8/24/2020
1,Automation Testing,3,8/24/2020
1,JS_HTML_CSS_.Net,1,8/24/2020
1,JS_HTML_CSS_Java,1,8/24/2020
1,Manual Testing,2,8/24/2020
1,Selenium .NET,2,8/24/2020
1,Technical Management,1,8/24/2020
2,.Net,3,8/24/2020
3,.Net,9,8/24/2020
3,C++,1,8/24/2020
3,HL7,2,8/24/2020
3,SQL,1,8/24/2020
4,.Net,7,8/24/2020
4,Automation Testing,1,8/24/2020
4,C++,2,8/24/2020
4,Selenium Java,1,8/24/2020
5,.Net,4,8/24/2020
5,Manual Testing,1,8/24/2020
006A,.Net,3,8/24/2020
006A,Business Analyst,1,8/24/2020
006A,Java,6,8/24/2020
006A,JS_HTML_CSS_.Net,1,8/24/2020
006A,JS_HTML_CSS_Java,4,8/24/2020
007A,.Net,3,8/24/2020
007A,Datastage,1,8/24/2020
007A,Java,4,8/24/2020
007A,JS_HTML_CSS_Java,1,8/24/2020
007A,Manual Testing,1,8/24/2020
007A,Performance Testing,1,8/24/2020
007A,PHP,1,8/24/2020
007A,Selenium,1,8/24/2020
007B,.Net,1,8/24/2020
008A,.Net,25,8/24/2020
008A,C++,2,8/24/2020
008A,Fullstack .NET,3,8/24/2020
008A,Business Analyst,1,8/24/2020
008A,Java,1,8/24/2020
008A,JS_HTML_CSS_.Net,7,8/24/2020
008A,JS_HTML_CSS_Java,1,8/24/2020
008A,Manual Testing,7,8/24/2020
008A,Performance Testing,3,8/24/2020
008A,Selenium .NET,12,8/24/2020
008A,Selenium Java,7,8/24/2020
008B,.Net,1,8/24/2020
009A,.Net,4,8/24/2020
009A,Business Analyst,1,8/24/2020
009A,JS_HTML_CSS_.Net,2,8/24/2020
009A,Manual Testing,3,8/24/2020
009A,Selenium .NET,2,8/24/2020
010A,.Net,4,8/24/2020
010A,Business Analyst,2,8/24/2020
010A,Java,1,8/24/2020
010A,JS_HTML_CSS_.Net,2,8/24/2020
010A,JS_HTML_CSS_Java,1,8/24/2020
011A,.Net,2,8/24/2020
011A,C++,2,8/24/2020
011A,Selenium Java,1,8/24/2020
01A,Datastage,2,8/24/2020
01A,PL SQL,2,8/24/2020
01A,SQL,1,8/24/2020
01A,SSIS,3,8/24/2020
01A,SSRS,1,8/24/2020
01A,Technical Support,2,8/24/2020
02A,JS_HTML_CSS_.Net,1,8/24/2020
02A,SSIS,1,8/24/2020
03A,Database Testing,1,8/24/2020
03A,Datastage,1,8/24/2020
04A,.Net,1,8/24/2020
04A,Hadoop,1,8/24/2020
05A,HL7,1,8/24/2020
05A,PL SQL,1,8/24/2020
06A,Ab Initio,1,8/24/2020
06A,Azure,1,8/24/2020
06A,Database Testing,2,8/24/2020
06A,Business Analyst,1,8/24/2020
06A,Others,2,8/24/2020
06A,Performance Testing,2,8/24/2020
06A,Sales,1,8/24/2020
06A,Security Testing,2,8/24/2020
06A,SQL,2,8/24/2020
06A,SSIS,2,8/24/2020
07A,.Net,1,8/24/2020
08A,Database Testing,1,8/24/2020
08A,Datastage,1,8/24/2020
08A,DevOps,1,8/24/2020
08A,Hadoop,4,8/24/2020
08A,HL7,2,8/24/2020
08A,Java,1,8/24/2020
08A,Others,1,8/24/2020
08A,Performance Testing,2,8/24/2020
08A,Security Testing,2,8/24/2020
09B,.Net,1,8/24/2020
10B,Business Analyst,1,8/24/2020
11A,Datastage,1,8/24/2020
11A,Cognos,1,8/24/2020
11A,Database Testing,1,8/24/2020
11A,Datastage,1,8/24/2020
11A,Business Analyst,1,8/24/2020
11A,Manual Testing,1,8/24/2020
11A,SQL,1,8/24/2020
12A,Data Science,1,8/24/2020
12A,Business Analyst,1,8/24/2020
12A,Java,1,8/24/2020
14A,Datastage,1,8/24/2020
14A,Java,3,8/24/2020
14A,JS_HTML_CSS_Java,3,8/24/2020
14A,Manual Testing,2,8/24/2020
14A,Others,1,8/24/2020
14A,Performance Testing,1,8/24/2020
14A,Security Testing,2,8/24/2020
15A,Datastage,1,8/24/2020
15A,Hadoop,2,8/24/2020
15A,HL7,1,8/24/2020
15A,Java,1,8/24/2020
16A,Database Testing,3,8/24/2020
16A,Datastage,2,8/24/2020
16A,Java,1,8/24/2020
16A,Others,1,8/24/2020
16A,Performance Testing,1,8/24/2020
16A,Security Testing,1,8/24/2020
17A,Azure DevOps,1,8/24/2020
17A,Hadoop,2,8/24/2020
17A,Others,1,8/24/2020
17B,Azure,1,8/24/2020
17B,SSIS,1,8/24/2020
001A,.Net,5,8/24/2020
001A,JS_HTML_CSS_.Net,1,8/24/2020
001A,Others,1,8/24/2020
001A,SQL,1,8/24/2020
001A,Technical Management,2,8/24/2020
001B,.Net,1,8/24/2020
001B,Technical Management,1,8/24/2020
002A,Hadoop,1,8/24/2020
002A,HL7,11,8/24/2020
002A,Java,3,8/24/2020
002A,Mirth,6,8/24/2020
002A,PS-.Net,4,8/24/2020
002A,SQL,1,8/24/2020
002B,HL7,2,8/24/2020
002C,HL7,1,8/24/2020
004A,Hadoop,1,8/24/2020
004A,HL7,8,8/24/2020
004A,Mirth,6,8/24/2020
004A,PS-.Net,2,8/24/2020
004A,Technical Management,2,8/24/2020
005A,.Net,6,8/24/2020
005A,AS400,1,8/24/2020
005A,JS_HTML_CSS_.Net,2,8/24/2020
005A,Manual Testing,1,8/24/2020
005A,SQL,1,8/24/2020
005A,Tableau,1,8/24/2020
005A,Technical Management,1,8/24/2020
006A,Datastage,1,8/24/2020
006A,Database Technologies,1,8/24/2020
006A,Manual Testing,1,8/24/2020
006A,SSIS,1,8/24/2020
007A,Manual Testing,1,8/24/2020
007A,Mirth,2,8/24/2020
007A,Selenium,2,8/24/2020
008A,Java,4,8/24/2020
008A,Selenium Java,1,8/24/2020
009A,Manual Testing,1,8/24/2020
009A,Selenium,1,8/24/2020
009A,Selenium Java,1,8/24/2020
010B,HL7,1,8/24/2020
01A,.Net,2,8/24/2020
01A,HL7,1,8/24/2020
01A,Mirth,1,8/24/2020
01A,SQL,3,8/24/2020
01A,SSAS,1,8/24/2020
01A,SSIS,2,8/24/2020
01B,.Net,1,8/24/2020
02B,SSIS,1,8/24/2020
01A,.Net,9,8/24/2020
01A,Fullstack .NET,1,8/24/2020
01A,Business Analyst,4,8/24/2020
01A,JS_HTML_CSS_.Net,9,8/24/2020
01A,Manual Testing,3,8/24/2020
01A,Selenium .NET,3,8/24/2020
01A,Selenium Java,1,8/24/2020
01A,Tableau,1,8/24/2020
01B,.Net,1,8/24/2020
01B,IOS,1,8/24/2020
01A,.Net,11,8/24/2020
01A,C++,1,8/24/2020
01A,HL7,1,8/24/2020
01A,JS_HTML_CSS_.Net,2,8/24/2020
01A,JS_HTML_CSS_Java,1,8/24/2020
01A,Manual Testing,4,8/24/2020
01A,Performance Testing,4,8/24/2020
01A,Security Testing,1,8/24/2020
01A,Selenium Java,1,8/24/2020
01A,SQL,1,8/24/2020
01A,SSAS,1,8/24/2020
01A,SSIS,1,8/24/2020
01A,Technical Management,1,8/24/2020
01A,Mobile Applications,2,8/24/2020
01A,Others,1,8/24/2020
1,.Net,1,8/24/2020
01B,Tableau,1,8/24/2020
001A,.Net,3,8/24/2020
001A,C++,2,8/24/2020
001A,Business Analyst,1,8/24/2020
001A,JS_HTML_CSS_.Net,1,8/24/2020
001A,Manual Testing,3,8/24/2020
001A,Technical Management,1,8/24/2020
001B,C++,1,8/24/2020
01A,.Net,1,8/24/2020
