Project_Code,Skill,Emp_ID_Count,Date
01D,HL7,12,8/24/2020
01D,Mirth,1,8/24/2020
02A,Oracle DBA,2,8/24/2020
02A,Technical Support,9,8/24/2020
02D,Azure,3,8/24/2020
02D,HL7,1,8/24/2020
02D,Linux,4,8/24/2020
02D,Oracle DBA,2,8/24/2020
02D,Technical Support,11,8/24/2020
001A,Fullstack Java,1,8/24/2020
001A,Java,1,8/24/2020
001B,Java,1,8/24/2020
001A,.Net,1,8/24/2020
001A,Automation Testing,1,8/24/2020
001A,C++,6,8/24/2020
001A,Manual Testing,2,8/24/2020
001A,Selenium,1,8/24/2020
001,.Net,1,8/24/2020
001,AM-.NET,1,8/24/2020
0018A,Others,1,8/24/2020
002,.Net,1,8/24/2020
002,AM-.NET,1,8/24/2020
003,.Net,3,8/24/2020
005,AM-.NET,1,8/24/2020
005,HL7,1,8/24/2020
005,Java,3,8/24/2020
005,PS-Java,1,8/24/2020
006A,.Net,4,8/24/2020
006A,JS_HTML_CSS_.Net,2,8/24/2020
006A,SSAS,1,8/24/2020
006A,SSIS,1,8/24/2020
006B,.Net,1,8/24/2020
006B,JS_HTML_CSS_.Net,1,8/24/2020
006D,.Net,1,8/24/2020
006D,JS_HTML_CSS_.Net,1,8/24/2020
007A,.Net,4,8/24/2020
007A,JS_HTML_CSS_.Net,1,8/24/2020
007B,Technical Management,1,8/24/2020
007E,JS_HTML_CSS_.Net,1,8/24/2020
008A,.Net,2,8/24/2020
008A,JS_HTML_CSS_.Net,1,8/24/2020
008A,SSIS,1,8/24/2020
008B,Technical Management,1,8/24/2020
009A,.Net,6,8/24/2020
009A,SQL,1,8/24/2020
009B,.Net,1,8/24/2020
009B,Others,1,8/24/2020
010A,.Net,1,8/24/2020
010A,Others,1,8/24/2020
010B,Others,1,8/24/2020
013A,.Net,2,8/24/2020
013A,Automation Testing,1,8/24/2020
013A,JS_HTML_CSS_.Net,2,8/24/2020
013A,Manual Testing,2,8/24/2020
013B,Business Analyst,1,8/24/2020
014A,.Net,2,8/24/2020
015A,.Net,1,8/24/2020
015A,HL7,1,8/24/2020
015A,Java,3,8/24/2020
015A,JS_HTML_CSS_.Net,1,8/24/2020
016A,JS_HTML_CSS_.Net,1,8/24/2020
016B,.Net,2,8/24/2020
021A,.Net,2,8/24/2020
021A,Java,1,8/24/2020
021A,JS_HTML_CSS_.Net,1,8/24/2020
021B,.Net,2,8/24/2020
021B,Others,1,8/24/2020
021C,.Net,1,8/24/2020
01A,Datastage,1,8/24/2020
01A,Data Science,4,8/24/2020
01A,SSIS,1,8/24/2020
001A,.Net,21,8/24/2020
001A,Angular,1,8/24/2020
001A,AWS,2,8/24/2020
001A,Azure,1,8/24/2020
001A,Fullstack .NET,3,8/24/2020
001A,Hadoop,2,8/24/2020
001A,Business Analyst,6,8/24/2020
001A,HL7,1,8/24/2020
001A,Java,3,8/24/2020
001A,JS_HTML_CSS_.Net,7,8/24/2020
001A,JS_HTML_CSS_Java,8,8/24/2020
001A,Manual Testing,6,8/24/2020
001A,Mobile Applications,1,8/24/2020
001A,Others,6,8/24/2020
001A,Performance Engineering,1,8/24/2020
001A,Performance Testing,1,8/24/2020
001A,Security Testing,1,8/24/2020
001A,Selenium,2,8/24/2020
001A,Selenium .NET,9,8/24/2020
001A,Selenium Java,7,8/24/2020
001A,SQL Server DBA,1,8/24/2020
001B,.Net,1,8/24/2020
001B,Azure,1,8/24/2020
001B,Hadoop,2,8/24/2020
001B,Java,2,8/24/2020
001B,Performance Engineering,1,8/24/2020
001B,Performance Testing,1,8/24/2020
001B,Selenium .NET,1,8/24/2020
001B,Technical Management,1,8/24/2020
001A,.Net,6,8/24/2020
001A,Automation Testing,1,8/24/2020
001A,Business Analyst,3,8/24/2020
001A,Java,21,8/24/2020
001A,JS_HTML_CSS_Java,5,8/24/2020
001A,Manual Testing,18,8/24/2020
001A,Others,1,8/24/2020
001A,Performance Testing,1,8/24/2020
001A,Sales,3,8/24/2020
001A,Selenium,2,8/24/2020
001A,Selenium Java,1,8/24/2020
001A,SQL Server DBA,1,8/24/2020
001A,SSIS,1,8/24/2020
001A,Tableau,1,8/24/2020
001A,Technical Management,2,8/24/2020
001B,.Net,1,8/24/2020
001B,C++,1,8/24/2020
001B,Java,1,8/24/2020
001B,Others,1,8/24/2020
001B,Sales,1,8/24/2020
001C,Others,1,8/24/2020
003,Automation Testing,1,8/24/2020
003,Java,4,8/24/2020
003,JS_HTML_CSS_Java,3,8/24/2020
003,Manual Testing,5,8/24/2020
003,Sales,1,8/24/2020
003,Technical Management,1,8/24/2020
004,.Net,1,8/24/2020
005,Java,1,8/24/2020
005,Manual Testing,2,8/24/2020
007,Java,2,8/24/2020
007,JS_HTML_CSS_Java,2,8/24/2020
007,Manual Testing,1,8/24/2020
009A,.Net,1,8/24/2020
009A,HL7,1,8/24/2020
009A,JS_HTML_CSS_Java,1,8/24/2020
009A,PS-Java,1,8/24/2020
009A,Technical Management,1,8/24/2020
010A,HL7,11,8/24/2020
010A,Java,1,8/24/2020
010A,PS-Java,1,8/24/2020
010B,HL7,5,8/24/2020
010B,PS-Java,1,8/24/2020
12A,.Net,2,8/24/2020
12A,Database Technologies,1,8/24/2020
12A,Hadoop,1,8/24/2020
12A,Business Analyst,2,8/24/2020
12A,Java,2,8/24/2020
12A,JS_HTML_CSS_Java,1,8/24/2020
12A,Manual Testing,1,8/24/2020
12A,SSIS,1,8/24/2020
13A,.Net,1,8/24/2020
13A,JS_HTML_CSS_Java,4,8/24/2020
13A,Manual Testing,2,8/24/2020
14A,.Net,2,8/24/2020
14A,Hadoop,1,8/24/2020
14A,HL7,1,8/24/2020
14A,Java,5,8/24/2020
14A,JS_HTML_CSS_Java,3,8/24/2020
14A,Manual Testing,2,8/24/2020
14A,Oracle DBA,1,8/24/2020
15A,Technical Support,1,8/24/2020
16A,Business Analyst,1,8/24/2020
16A,Java,3,8/24/2020
16A,Manual Testing,1,8/24/2020
17B,Datastage,18,8/24/2020
17B,Java,2,8/24/2020
18A,AS400,1,8/24/2020
18A,HL7,1,8/24/2020
18A,SQL,1,8/24/2020
18B,HL7,1,8/24/2020
18B,Technical Management,1,8/24/2020
01A,Java,2,8/24/2020
001A,Data Science,1,8/24/2020
001A,Business Analyst,2,8/24/2020
001C,Data Science,1,8/24/2020
001C,Datastage,1,8/24/2020
001C,Business Analyst,3,8/24/2020
001C,PowerBI,1,8/24/2020
002A,SQL,1,8/24/2020
002C,SQL,1,8/24/2020
003B,Business Analyst,5,8/24/2020
003B,Oracle Fusion middleware,3,8/24/2020
003B,Selenium Java,1,8/24/2020
004A,Datastage,3,8/24/2020
004A,Java,4,8/24/2020
004A,JS_HTML_CSS_Java,1,8/24/2020
004A,Manual Testing,1,8/24/2020
004B,Datastage,2,8/24/2020
005A,Informatica,1,8/24/2020
005A,Oracle ADF,1,8/24/2020
005A,Oracle Fusion middleware,1,8/24/2020
005B,Informatica,2,8/24/2020
005B,Java,2,8/24/2020
005B,Oracle ADF,1,8/24/2020
005B,Oracle Fusion middleware,4,8/24/2020
06A,Informatica,1,8/24/2020
06A,PowerBI,2,8/24/2020
06B,.Net,1,8/24/2020
06B,Database Testing,1,8/24/2020
06B,PowerBI,3,8/24/2020
07A,Fullstack Java,2,8/24/2020
07A,Java,4,8/24/2020
07A,JS_HTML_CSS_Java,1,8/24/2020
07A,Manual Testing,2,8/24/2020
07A,Performance Testing,1,8/24/2020
07A,Security Testing,1,8/24/2020
07A,Selenium Java,2,8/24/2020
07A,Technical Writing,1,8/24/2020
07B,Business Analyst,1,8/24/2020
07B,Java,1,8/24/2020
01A,.Net,1,8/24/2020
02A,.Net,2,8/24/2020
02A,Manual Testing,1,8/24/2020
001B,Business Analyst,1,8/24/2020
0010A,Automation Testing,1,8/24/2020
0010A,Database Testing,11,8/24/2020
0010A,Manual Testing,37,8/24/2020
0010A,Oracle DBA,1,8/24/2020
0010A,Selenium .NET,1,8/24/2020
0010A,Selenium Java,7,8/24/2020
0010B,Database Testing,2,8/24/2020
0010B,Informatica,1,8/24/2020
0010B,Java,2,8/24/2020
0010B,Manual Testing,12,8/24/2020
0010B,Selenium .NET,1,8/24/2020
0010B,Selenium Java,4,8/24/2020
0010B,SSIS,1,8/24/2020
0010C,Database Testing,1,8/24/2020
0010C,Manual Testing,4,8/24/2020
0010C,Selenium Java,1,8/24/2020
001A,.Net,2,8/24/2020
001A,Adobe Flex,1,8/24/2020
001A,Database Technologies,1,8/24/2020
001A,Business Analyst,1,8/24/2020
001A,Java,6,8/24/2020
001A,JS_HTML_CSS_Java,3,8/24/2020
001A,Manual Testing,8,8/24/2020
001A,Others,1,8/24/2020
001A,Sales,2,8/24/2020
001A,Security Testing,1,8/24/2020
001A,Technical Management,5,8/24/2020
001B,Java,2,8/24/2020
004,Database Testing,2,8/24/2020
004,Business Analyst,3,8/24/2020
004,Manual Testing,26,8/24/2020
004,Others,1,8/24/2020
004,Security Testing,1,8/24/2020
004,Selenium Java,3,8/24/2020
004,Technical Management,2,8/24/2020
004B,Manual Testing,5,8/24/2020
005B,.Net,1,8/24/2020
006A,Business Analyst,2,8/24/2020
006A,Product Management,1,8/24/2020
006B,HL7,1,8/24/2020
006B,Manual Testing,1,8/24/2020
006B,Product Management,1,8/24/2020
008,Business Analyst,1,8/24/2020
008,Manual Testing,2,8/24/2020
009A,Automation Testing,4,8/24/2020
009A,C++,1,8/24/2020
009A,Database Technologies,5,8/24/2020
009A,Database Testing,4,8/24/2020
009A,Business Analyst,14,8/24/2020
009A,HL7,3,8/24/2020
009A,IOS,1,8/24/2020
009A,Java,2,8/24/2020
009A,JS_HTML_CSS_Java,3,8/24/2020
009A,Manual Testing,102,8/24/2020
009A,Others,2,8/24/2020
009A,Performance Testing,8,8/24/2020
009A,Sales,2,8/24/2020
009A,Security Testing,3,8/24/2020
009A,Selenium,2,8/24/2020
009A,Selenium Java,9,8/24/2020
009A,Technical Management,3,8/24/2020
009B,Database Testing,1,8/24/2020
009B,Business Analyst,1,8/24/2020
009B,HL7,1,8/24/2020
009B,IOS,2,8/24/2020
009B,Java,8,8/24/2020
009B,Manual Testing,15,8/24/2020
009B,Mobile Applications,1,8/24/2020
009B,Product Management,1,8/24/2020
009B,Selenium Java,1,8/24/2020
009C,Database Testing,1,8/24/2020
009C,Business Analyst,1,8/24/2020
009C,HL7,1,8/24/2020
009C,Java,1,8/24/2020
009C,Manual Testing,12,8/24/2020
009C,Others,1,8/24/2020
009C,Security Testing,2,8/24/2020
009C,Selenium Java,1,8/24/2020
009D,Others,1,8/24/2020
011A,.Net,30,8/24/2020
011A,Automation Testing,3,8/24/2020
011A,Database Testing,1,8/24/2020
011A,Business Analyst,6,8/24/2020
011A,Java,7,8/24/2020
011A,JS_HTML_CSS_.Net,8,8/24/2020
011A,JS_HTML_CSS_Java,3,8/24/2020
011A,Manual Testing,12,8/24/2020
011A,Security Testing,1,8/24/2020
011A,Selenium Java,2,8/24/2020
011B,.Net,1,8/24/2020
011B,Manual Testing,1,8/24/2020
011C,Business Analyst,1,8/24/2020
012A,.Net,1,8/24/2020
012A,Automation Testing,2,8/24/2020
012A,C++,1,8/24/2020
012A,Fullstack Java,1,8/24/2020
012A,Business Analyst,4,8/24/2020
012A,IOS,9,8/24/2020
012A,Java,9,8/24/2020
012A,JS_HTML_CSS_Java,1,8/24/2020
012A,Manual Testing,22,8/24/2020
012A,Mobile Applications,9,8/24/2020
012A,Others,1,8/24/2020
012A,Security Testing,2,8/24/2020
012A,Selenium Java,1,8/24/2020
012A,Systems and Networking,1,8/24/2020
012B,Manual Testing,2,8/24/2020
012C,IOS,2,8/24/2020
012C,Manual Testing,3,8/24/2020
014A,.Net,1,8/24/2020
014A,Datastage,1,8/24/2020
014A,Cognos,8,8/24/2020
014A,Data Science,2,8/24/2020
014A,Database Testing,15,8/24/2020
014A,DevOps,1,8/24/2020
014A,Business Analyst,5,8/24/2020
014A,Informatica,3,8/24/2020
014A,Java,1,8/24/2020
014A,JS_HTML_CSS_.Net,1,8/24/2020
014A,JS_HTML_CSS_Java,2,8/24/2020
014A,Manual Testing,9,8/24/2020
014A,Netezza,3,8/24/2020
014A,Oracle forms,1,8/24/2020
014A,SSIS,3,8/24/2020
014B,Cognos,1,8/24/2020
014B,DevOps,1,8/24/2020
014B,Business Analyst,4,8/24/2020
014B,HL7,1,8/24/2020
014B,Java,1,8/24/2020
014B,SSIS,1,8/24/2020
015A,Cognos,1,8/24/2020
015A,Data Science,7,8/24/2020
015A,Fullstack Java,1,8/24/2020
015A,Java,5,8/24/2020
015A,JS_HTML_CSS_Java,1,8/24/2020
015A,Manual Testing,2,8/24/2020
015A,Tableau,2,8/24/2020
015B,Data Science,3,8/24/2020
015B,SQL,1,8/24/2020
016A,Automation Testing,1,8/24/2020
016A,IOS,1,8/24/2020
016A,Manual Testing,16,8/24/2020
016B,IOS,2,8/24/2020
016B,Manual Testing,2,8/24/2020
016B,Mobile Applications,1,8/24/2020
016C,IOS,1,8/24/2020
016C,Manual Testing,2,8/24/2020
017A,Automation Testing,3,8/24/2020
017A,Manual Testing,1,8/24/2020
017A,Performance Testing,6,8/24/2020
017A,Sales,1,8/24/2020
017A,Selenium Java,9,8/24/2020
017B,Selenium Java,1,8/24/2020
019A,.Net,1,8/24/2020
019A,Automation Testing,1,8/24/2020
019A,Cognos,1,8/24/2020
019A,Business Analyst,1,8/24/2020
019A,IOS,4,8/24/2020
019A,Java,3,8/24/2020
019A,Manual Testing,12,8/24/2020
019A,Mobile Applications,3,8/24/2020
019A,Others,1,8/24/2020
019A,Sales,1,8/24/2020
019A,Selenium .NET,1,8/24/2020
019A,Tableau,1,8/24/2020
019B,Java,4,8/24/2020
019B,Manual Testing,1,8/24/2020
019B,Sales,1,8/24/2020
019C,IOS,1,8/24/2020
020A,.Net,2,8/24/2020
020A,Automation Testing,2,8/24/2020
020A,Azure,1,8/24/2020
020A,Database Technologies,2,8/24/2020
020A,Database Testing,5,8/24/2020
020A,Datastage,1,8/24/2020
020A,DevOps,3,8/24/2020
020A,Fullstack Java,2,8/24/2020
020A,Business Analyst,2,8/24/2020
020A,IOS,1,8/24/2020
020A,Java,21,8/24/2020
020A,JS_HTML_CSS_.Net,2,8/24/2020
020A,JS_HTML_CSS_Java,2,8/24/2020
020A,Manual Testing,20,8/24/2020
020A,Netezza,1,8/24/2020
020A,Performance Testing,3,8/24/2020
020A,Selenium Java,10,8/24/2020
020B,.Net,1,8/24/2020
020B,Automation Testing,1,8/24/2020
020B,Database Testing,1,8/24/2020
020B,Business Analyst,2,8/24/2020
020B,IOS,1,8/24/2020
020B,Java,7,8/24/2020
020B,JS_HTML_CSS_.Net,1,8/24/2020
020B,JS_HTML_CSS_Java,2,8/24/2020
020B,Manual Testing,11,8/24/2020
020B,Oracle DBA,1,8/24/2020
020B,Selenium Java,3,8/24/2020
020B,SQL,1,8/24/2020
021A,Cognos,1,8/24/2020
021A,Data Science,6,8/24/2020
021B,Data Science,1,8/24/2020
021B,Informatica,1,8/24/2020
021B,JS_HTML_CSS_Java,1,8/24/2020
021B,SQL,1,8/24/2020
01A,Cognos,1,8/24/2020
01A,Cognos,11,8/24/2020
01A,Database Testing,1,8/24/2020
01A,Informatica,7,8/24/2020
01A,Netezza,1,8/24/2020
01B,Cognos,2,8/24/2020
01A,SSIS,1,8/24/2020
02A,.Net,1,8/24/2020
02A,HL7,1,8/24/2020
001A,.Net,1,8/24/2020
001A,Java,1,8/24/2020
001A,JS_HTML_CSS_.Net,1,8/24/2020
001A,JS_HTML_CSS_Java,4,8/24/2020
001A,Manual Testing,1,8/24/2020
001A,Selenium Java,6,8/24/2020
001A,UI,7,8/24/2020
001B,JS_HTML_CSS_Java,2,8/24/2020
002A,Datastage,1,8/24/2020
002A,Java,3,8/24/2020
002A,JS_HTML_CSS_.Net,1,8/24/2020
002A,JS_HTML_CSS_Java,1,8/24/2020
002A,Manual Testing,1,8/24/2020
002A,Selenium Java,6,8/24/2020
002A,UI,1,8/24/2020
002B,Java,1,8/24/2020
003A,Fullstack Java,1,8/24/2020
003A,Java,6,8/24/2020
003A,JS_HTML_CSS_Java,1,8/24/2020
003A,Selenium Java,3,8/24/2020
003B,JS_HTML_CSS_Java,1,8/24/2020
02A,JS_HTML_CSS_Java,1,8/24/2020
02A,PowerBI,1,8/24/2020
04A,Data Science,2,8/24/2020
04A,Business Analyst,1,8/24/2020
04A,SSIS,2,8/24/2020
04B,DataModeler,1,8/24/2020
06A,Azure,1,8/24/2020
06A,Java,1,8/24/2020
06A,Spotfire,1,8/24/2020
06A,Tableau,2,8/24/2020
07A,HL7,2,8/24/2020
08A,.Net,1,8/24/2020
08A,Manual Testing,1,8/24/2020
08A,SSIS,1,8/24/2020
08B,DataModeler,1,8/24/2020
001A,.Net,9,8/24/2020
001A,Azure DevOps,1,8/24/2020
001A,Fullstack Java,1,8/24/2020
001A,Java,3,8/24/2020
001A,JS_HTML_CSS_.Net,1,8/24/2020
001A,Manual Testing,1,8/24/2020
001A,PowerBI,1,8/24/2020
001A,Selenium,1,8/24/2020
001A,Selenium .NET,1,8/24/2020
001A,Selenium Java,2,8/24/2020
001B,.Net,5,8/24/2020
001B,Business Analyst,1,8/24/2020
001B,JS_HTML_CSS_.Net,1,8/24/2020
001B,Manual Testing,1,8/24/2020
001B,Selenium,1,8/24/2020
001B,SQL,3,8/24/2020
001B,SSIS,8,8/24/2020
002A,.Net,2,8/24/2020
002A,Angular,1,8/24/2020
002A,Azure,1,8/24/2020
002A,Database Technologies,1,8/24/2020
002A,Fullstack Java,2,8/24/2020
002A,Java,15,8/24/2020
002A,JS_HTML_CSS_Java,2,8/24/2020
002A,Manual Testing,2,8/24/2020
002A,Mirth,1,8/24/2020
002A,Selenium Java,1,8/24/2020
002A,SSIS,1,8/24/2020
002B,.Net,5,8/24/2020
002B,Java,1,8/24/2020
002B,Manual Testing,1,8/24/2020
003A,.Net,4,8/24/2020
003A,Azure,1,8/24/2020
003A,JS_HTML_CSS_.Net,1,8/24/2020
003B,JS_HTML_CSS_.Net,1,8/24/2020
004A,.Net,1,8/24/2020
004A,Azure,1,8/24/2020
004A,Fullstack .NET,1,8/24/2020
004A,JS_HTML_CSS_.Net,1,8/24/2020
004A,Manual Testing,1,8/24/2020
004B,.Net,5,8/24/2020
004B,JS_HTML_CSS_.Net,1,8/24/2020
004B,Manual Testing,1,8/24/2020
1,.Net,4,8/24/2020
1,Manual Testing,1,8/24/2020
1,Performance Engineering,1,8/24/2020
1,Technical Management,1,8/24/2020
2,.Net,2,8/24/2020
2,Manual Testing,1,8/24/2020
2,Performance Engineering,1,8/24/2020
2,Technical Management,1,8/24/2020
5,.Net,10,8/24/2020
5,Business Analyst,1,8/24/2020
5,Manual Testing,7,8/24/2020
5,Performance Engineering,1,8/24/2020
5,Technical Management,2,8/24/2020
02B,.Net,1,8/24/2020
02B,C++,1,8/24/2020
02B,Java,1,8/24/2020
02D,C++,1,8/24/2020
02D,DB2,3,8/24/2020
02D,Hadoop,3,8/24/2020
02D,Business Analyst,2,8/24/2020
02D,HL7,1,8/24/2020
02D,Informatica,2,8/24/2020
02D,Java,3,8/24/2020
02D,Manual Testing,3,8/24/2020
02D,Netezza,1,8/24/2020
02D,SQL,2,8/24/2020
02D,SSIS,1,8/24/2020
02D,Tableau,1,8/24/2020
03A,Database Testing,3,8/24/2020
03A,Hadoop,6,8/24/2020
03A,Business Analyst,1,8/24/2020
03A,Java,6,8/24/2020
03A,Manual Testing,1,8/24/2020
03A,Mobile Applications,1,8/24/2020
03A,Oracle ADF,1,8/24/2020
03B,Database Testing,1,8/24/2020
03B,Hadoop,1,8/24/2020
03B,Java,4,8/24/2020
03B,Manual Testing,1,8/24/2020
03B,SSIS,1,8/24/2020
03C,Business Analyst,1,8/24/2020
03C,Technical Management,1,8/24/2020
04B,Hadoop,4,8/24/2020
04B,Java,1,8/24/2020
05B,Data Science,1,8/24/2020
05B,DataModeler,1,8/24/2020
05B,Hadoop,4,8/24/2020
05B,Business Analyst,3,8/24/2020
05B,HL7,2,8/24/2020
05B,Java,1,8/24/2020
05B,Manual Testing,1,8/24/2020
05B,SQL,1,8/24/2020
05B,SSIS,2,8/24/2020
05B,SSRS,1,8/24/2020
06A,Data Science,1,8/24/2020
06A,Hadoop,1,8/24/2020
06B,Data Science,7,8/24/2020
06B,Hadoop,2,8/24/2020
06B,HL7,2,8/24/2020
06B,Python,1,8/24/2020
06B,Scrum Master,1,8/24/2020
09A,Security Testing,1,8/24/2020
01A,SSIS and ETL,1,8/24/2020
01A,IT Management,4,8/24/2020
01A,Systems and Networking,1,8/24/2020
001A,.Net,2,8/24/2020
001A,C++,12,8/24/2020
001A,Business Analyst,1,8/24/2020
001A,Manual Testing,3,8/24/2020
001A,Quality,1,8/24/2020
001A,Sales,2,8/24/2020
001A,Technical Management,1,8/24/2020
002A,.Net,6,8/24/2020
002A,C++,10,8/24/2020
002A,DevOps,1,8/24/2020
002A,JS_HTML_CSS_.Net,2,8/24/2020
002A,Oracle DBA,3,8/24/2020
002A,SQL,1,8/24/2020
002A,Technical Management,2,8/24/2020
002B,C++,6,8/24/2020
002B,JS_HTML_CSS_.Net,2,8/24/2020
003A,.Net,14,8/24/2020
003A,C++,4,8/24/2020
003A,Business Analyst,1,8/24/2020
003A,HL7,2,8/24/2020
003A,JS_HTML_CSS_.Net,4,8/24/2020
003A,Manual Testing,1,8/24/2020
003A,Oracle DBA,3,8/24/2020
003A,PS-.Net,1,8/24/2020
003A,Sales,1,8/24/2020
003A,SQL,1,8/24/2020
003A,Technical Management,1,8/24/2020
003B,C++,1,8/24/2020
003B,Manual Testing,1,8/24/2020
4,Automation Testing,5,8/24/2020
4,Sales,1,8/24/2020
4,Selenium Java,1,8/24/2020
005A,.Net,1,8/24/2020
005A,JS_HTML_CSS_.Net,4,8/24/2020
005A,Sales,1,8/24/2020
005A,Technical Management,1,8/24/2020
006A,Java,1,8/24/2020
006A,JS_HTML_CSS_.Net,1,8/24/2020
006A,Sales,1,8/24/2020
006A,Technical Management,1,8/24/2020
007A,AS400 MT,1,8/24/2020
007A,Manual Testing,6,8/24/2020
007B,JS_HTML_CSS_.Net,1,8/24/2020
007B,Manual Testing,1,8/24/2020
008A,.Net,11,8/24/2020
008A,C++,2,8/24/2020
008A,Data Science,1,8/24/2020
008A,Fullstack .NET,1,8/24/2020
008A,JS_HTML_CSS_.Net,3,8/24/2020
008A,Manual Testing,14,8/24/2020
008A,Others,1,8/24/2020
008A,Security Testing,1,8/24/2020
008A,Technical Management,1,8/24/2020
008B,.Net,6,8/24/2020
008B,C++,2,8/24/2020
008B,Fullstack .NET,3,8/24/2020
008B,JS_HTML_CSS_.Net,1,8/24/2020
008B,Manual Testing,3,8/24/2020
008B,SQL,1,8/24/2020
01B,Java,1,8/24/2020
01A,.Net,1,8/24/2020
01A,Fullstack Java,1,8/24/2020
01A,Java,9,8/24/2020
01A,JS_HTML_CSS_Java,2,8/24/2020
01A,Manual Testing,1,8/24/2020
01A,Oracle DBA,1,8/24/2020
01A,Sales,1,8/24/2020
01A,Selenium,1,8/24/2020
02A,.Net,2,8/24/2020
02A,Automation Testing,3,8/24/2020
02A,Embedded Systems,1,8/24/2020
02A,Fullstack Java,1,8/24/2020
02A,Java,19,8/24/2020
02A,JS_HTML_CSS_.Net,1,8/24/2020
02A,JS_HTML_CSS_Java,4,8/24/2020
02A,Manual Testing,1,8/24/2020
02A,Performance Testing,5,8/24/2020
02A,Sales,1,8/24/2020
02A,Selenium,7,8/24/2020
02A,Selenium Java,4,8/24/2020
04A,Salesforce Cloud,1,8/24/2020
04A,Security Testing,1,8/24/2020
05A,Security Testing,2,8/24/2020
05A,Selenium Java,1,8/24/2020
06A,Security Testing,2,8/24/2020
08D,Java,1,8/24/2020
01A,.Net,1,8/24/2020
01A,Fullstack Java,1,8/24/2020
01A,HL7,1,8/24/2020
01A,Java,6,8/24/2020
01A,JS_HTML_CSS_Java,1,8/24/2020
01A,Selenium Java,1,8/24/2020
01D,Fullstack Java,1,8/24/2020
01D,HL7,1,8/24/2020
01D,Java,7,8/24/2020
01D,JS_HTML_CSS_Java,1,8/24/2020
01D,Mobile Applications,1,8/24/2020
01D,Selenium Java,2,8/24/2020
01B,C++,1,8/24/2020
001A,Java,2,8/24/2020
001A,JS_HTML_CSS_Java,1,8/24/2020
01A,.Net,1,8/24/2020
01A,Java,4,8/24/2020
01A,Manual Testing,1,8/24/2020
01A,Mobile Applications,1,8/24/2020
02A,Manual Testing,1,8/24/2020
02A,Selenium .NET,1,8/24/2020
01B,Java,1,8/24/2020
02A,Ab Initio,1,8/24/2020
02A,Azure,1,8/24/2020
02B,AWS DevOps,1,8/24/2020
02B,C++,1,8/24/2020
02B,Data Science,2,8/24/2020
02B,Business Analyst,5,8/24/2020
02B,HL7,1,8/24/2020
02B,Selenium .NET,1,8/24/2020
03A,.Net,4,8/24/2020
03A,Datastage,1,8/24/2020
03A,Data Science,2,8/24/2020
03A,DevOps,2,8/24/2020
03A,Fullstack .NET,4,8/24/2020
03A,Fullstack Java,2,8/24/2020
03A,Business Analyst,1,8/24/2020
03A,Java,5,8/24/2020
03A,JS_HTML_CSS_.Net,3,8/24/2020
03A,JS_HTML_CSS_Java,5,8/24/2020
03A,Manual Testing,5,8/24/2020
03A,Performance Testing,2,8/24/2020
03A,Security Testing,3,8/24/2020
03A,Technical Management,1,8/24/2020
03B,Business Analyst,1,8/24/2020
03B,Java,1,8/24/2020
04A,AWS DevOps,1,8/24/2020
04A,Cloud Computing,1,8/24/2020
04A,DevOps,1,8/24/2020
04A,Fullstack .NET,3,8/24/2020
04A,Fullstack Java,1,8/24/2020
04A,Java,1,8/24/2020
04A,JS_HTML_CSS_.Net,3,8/24/2020
04A,JS_HTML_CSS_Java,3,8/24/2020
04A,Tableau,1,8/24/2020
05A,Data Science,1,8/24/2020
05A,JS_HTML_CSS_.Net,1,8/24/2020
05A,JS_HTML_CSS_Java,2,8/24/2020
05A,Manual Testing,1,8/24/2020
05A,Spotfire,1,8/24/2020
06A,.Net,2,8/24/2020
06A,AWS DevOps,1,8/24/2020
06A,DevOps,1,8/24/2020
06A,Fullstack .NET,3,8/24/2020
06A,Fullstack Java,2,8/24/2020
06A,Hadoop,1,8/24/2020
06A,Business Analyst,1,8/24/2020
06A,Java,3,8/24/2020
06A,JS_HTML_CSS_.Net,4,8/24/2020
06A,JS_HTML_CSS_Java,3,8/24/2020
06A,Manual Testing,3,8/24/2020
06A,Performance Testing,1,8/24/2020
06A,Python,1,8/24/2020
06A,Security Testing,2,8/24/2020
06A,Technical Management,1,8/24/2020
06B,Business Analyst,1,8/24/2020
07A,Angular,1,8/24/2020
07A,AWS DevOps,1,8/24/2020
07A,Data Science,1,8/24/2020
07A,Hadoop,1,8/24/2020
07A,Business Analyst,2,8/24/2020
07A,Java,3,8/24/2020
07A,JS_HTML_CSS_.Net,1,8/24/2020
07A,JS_HTML_CSS_Java,1,8/24/2020
07A,Manual Testing,2,8/24/2020
07A,Performance Testing,1,8/24/2020
07A,Python,1,8/24/2020
07A,Security Testing,1,8/24/2020
07A,Spotfire,1,8/24/2020
07A,Technical Management,1,8/24/2020
01A,.Net,1,8/24/2020
01A,Automation Testing,1,8/24/2020
01A,AWS,12,8/24/2020
01A,Fullstack Java,1,8/24/2020
01A,Business Analyst,2,8/24/2020
01A,IOS,1,8/24/2020
01A,Java,14,8/24/2020
01A,JS_HTML_CSS_.Net,1,8/24/2020
01A,JS_HTML_CSS_Java,11,8/24/2020
01A,Manual Testing,2,8/24/2020
01A,Others,3,8/24/2020
01A,Performance Testing,1,8/24/2020
01A,Scrum Master,1,8/24/2020
01A,Selenium,2,8/24/2020
